player,team_id,team_name,match_date,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id
Kylie Strom,2a6178ac,Pride,05232025,3,us USA,D,33-066,90,0,0,0,0,0,0,0,0,66,1,0,2,0.0,0.0,0.0,0,0,56,60,93.3,4,52,0,1,0,2a6178ac_3
Emily Sams,2a6178ac,Pride,05232025,6,us USA,D,25-326,90,0,0,0,0,0,0,0,0,65,0,1,0,0.0,0.0,0.0,1,0,56,61,91.8,7,50,1,0,0,2a6178ac_6
Anna Moorhouse,2a6178ac,Pride,05232025,1,eng ENG,G,30-054,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,18,28,64.3,0,12,0,0,0,2a6178ac_1
Riley Tiernan,ae38d267,Angel City,05242025,33,us USA,F,22-191,90,1,0,0,0,1,1,0,0,33,1,1,1,0.0,0.0,0.0,2,0,13,23,56.5,0,13,2,6,3,ae38d267_33
Alyssa Thompson,ae38d267,Angel City,05242025,21,us USA,F,20-198,90,1,0,1,1,2,1,0,0,39,2,0,0,0.9,0.1,0.2,5,0,19,27,70.4,3,24,5,2,1,ae38d267_21
Gisele Thompson,ae38d267,Angel City,05242025,20,us USA,F,19-173,84,0,1,0,0,1,1,0,0,26,5,1,0,0.0,0.0,0.1,3,1,12,15,80.0,4,12,2,0,0,ae38d267_20
Christen Press,ae38d267,Angel City,05242025,23,us USA,D,36-146,6,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,0,2,0,0,0,ae38d267_23
Kennedy Fuller,ae38d267,Angel City,05242025,17,us USA,M,18-076,73,0,0,0,0,0,0,0,0,30,2,1,0,0.0,0.0,0.1,1,0,18,25,72.0,3,14,3,1,0,ae38d267_17
Katie Zelem,ae38d267,Angel City,05242025,4,eng ENG,M,29-124,17,0,0,0,0,1,1,1,0,20,0,0,0,0.1,0.1,0.1,2,0,15,19,78.9,3,5,0,0,0,ae38d267_4
Macey Hodge,ae38d267,Angel City,05242025,8,us USA,M,24-020,45,0,0,0,0,0,0,1,0,17,0,1,0,0.0,0.0,0.0,0,0,8,14,57.1,1,3,0,1,0,ae38d267_8
Madison Hammond,ae38d267,Angel City,05242025,99,us USA,M,27-190,45,0,0,0,0,1,0,0,0,33,1,0,0,0.2,0.2,0.0,2,2,24,25,96.0,6,14,2,2,1,ae38d267_99
Alanna Kennedy,ae38d267,Angel City,05242025,14,au AUS,M,30-123,90,0,0,0,0,2,1,0,0,46,1,1,1,0.1,0.1,0.0,0,0,22,37,59.5,4,18,1,1,1,ae38d267_14
Mary Vignola,ae38d267,Angel City,05242025,16,us USA,F,27-102,90,0,0,0,0,3,1,0,0,54,1,0,0,0.2,0.2,0.0,1,0,26,42,61.9,5,27,3,2,1,ae38d267_16
Megan Reid,ae38d267,Angel City,05242025,6,us USA,D,29-045,90,0,0,0,0,2,0,0,0,64,0,0,1,0.2,0.2,0.0,0,0,47,51,92.2,2,30,0,0,0,ae38d267_6
Sarah Gorden,ae38d267,Angel City,05242025,11,us USA,D,32-253,90,0,0,0,0,0,0,0,0,59,0,0,1,0.0,0.0,0.0,3,1,45,54,83.3,7,37,1,0,0,ae38d267_11
Miyabi Moriya,ae38d267,Angel City,05242025,29,jp JPN,D,28-275,89,0,0,0,0,0,0,0,0,82,5,1,0,0.0,0.0,0.4,7,0,51,71,71.8,8,24,0,1,1,ae38d267_29
Sophia Mattice,ae38d267,Angel City,05242025,25,us USA,D,22-333,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,1,0,0,ae38d267_25
Angelina Anderson,ae38d267,Angel City,05242025,19,us USA,G,24-063,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,25,35,71.4,0,14,0,0,0,ae38d267_19
Kayla Fischer,da19ebd1,Racing,05242025,9,us USA,F,25-139,66,0,1,0,0,4,0,0,1,24,1,0,0,0.2,0.2,0.2,2,1,11,14,78.6,2,8,2,0,0,da19ebd1_9
Emma Sears,da19ebd1,Racing,05242025,13,us USA,F,24-090,77,1,0,0,0,3,1,0,0,29,2,1,0,0.1,0.1,0.0,2,0,9,15,60.0,0,17,0,4,0,da19ebd1_13
Ella Hase,da19ebd1,Racing,05242025,6,us USA,F,22-316,13,0,0,0,0,0,0,0,0,10,2,0,1,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,da19ebd1_6
Janine Sonis,da19ebd1,Racing,05242025,16,ca CAN,F,30-277,90,0,0,0,0,1,0,0,0,46,1,2,0,0.0,0.0,0.2,3,1,19,34,55.9,5,22,2,0,0,da19ebd1_16
Katie O’Kane,da19ebd1,Racing,05242025,20,,M,,68,0,0,0,0,1,0,1,0,26,2,0,1,0.0,0.0,0.0,5,0,11,18,61.1,3,13,0,2,2,da19ebd1_20
Sarah Weber,da19ebd1,Racing,05242025,42,us USA,M,22-099,22,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,4,0,2,1,da19ebd1_42
Taylor Flint,da19ebd1,Racing,05242025,26,us USA,M,26-183,90,1,0,1,1,1,0,1,0,50,5,5,2,0.9,0.1,0.0,2,1,18,31,58.1,3,15,0,1,0,da19ebd1_26
Savannah Demelo,da19ebd1,Racing,05242025,7,us USA,M,27-059,89,1,0,0,0,3,2,0,0,33,2,3,1,0.2,0.2,0.0,3,1,15,17,88.2,6,19,1,3,1,da19ebd1_7
Marisa DiGrande,da19ebd1,Racing,05242025,14,us USA,M,28-108,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,da19ebd1_14
Courtney Petersen,da19ebd1,Racing,05242025,11,us USA,D,27-208,90,0,0,0,0,0,0,0,0,33,1,1,1,0.0,0.0,0.0,2,0,16,24,66.7,2,7,0,0,0,da19ebd1_11
Arin Wright,da19ebd1,Racing,05242025,3,us USA,D,32-150,90,0,1,0,0,0,0,0,0,35,1,1,3,0.0,0.0,0.1,3,1,17,20,85.0,0,12,0,0,0,da19ebd1_3
Ellie Jean,da19ebd1,Racing,05242025,5,us USA,D,28-113,90,0,0,0,0,0,0,0,0,43,0,1,0,0.0,0.0,0.0,0,0,26,33,78.8,1,20,0,1,1,da19ebd1_5
Lauren Milliet,da19ebd1,Racing,05242025,2,us USA,D,28-174,90,0,0,0,0,1,1,0,0,54,2,3,2,0.1,0.1,0.0,2,0,25,35,71.4,3,14,2,0,0,da19ebd1_2
Jordyn Bloomer,da19ebd1,Racing,05242025,24,us USA,G,27-222,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,1,0,25,38,65.8,0,16,0,0,0,da19ebd1_24
Bárbara Olivieri,e813709a,Dash,05242025,10,ve VEN,F,23-089,90,0,2,0,0,3,1,0,0,40,2,0,2,0.1,0.1,0.4,5,3,20,27,74.1,4,19,1,4,2,e813709a_10
Michelle Alozie,e813709a,Dash,05242025,22,ng NGA,F,28-026,58,0,0,0,0,1,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,10,10,100.0,0,8,1,1,0,e813709a_22
Messiah Bright,e813709a,Dash,05242025,6,us USA,F,25-132,32,1,0,0,0,1,1,0,0,10,0,0,0,0.1,0.1,0.0,1,1,4,8,50.0,0,5,1,1,0,e813709a_6
Ryan Gareis,e813709a,Dash,05242025,21,us USA,M,26-192,90,0,0,0,0,0,0,0,0,42,1,0,0,0.0,0.0,0.0,1,0,23,38,60.5,0,17,0,1,0,e813709a_21
Danielle Colaprico,e813709a,Dash,05242025,24,us USA,M,32-018,79,0,0,0,0,0,0,0,0,50,0,1,2,0.0,0.0,0.0,0,0,38,43,88.4,2,17,0,0,0,e813709a_24
Kiki Van Zanten,e813709a,Dash,05242025,12,jm JAM,M,23-272,11,0,0,0,0,2,1,0,0,10,2,0,0,0.1,0.1,0.0,1,0,6,6,100.0,0,6,0,1,1,e813709a_12
Delanie Sheehan,e813709a,Dash,05242025,8,us USA,M,26-131,79,0,0,0,0,0,0,0,0,54,1,0,0,0.0,0.0,0.0,2,0,43,51,84.3,5,31,1,0,0,e813709a_8
Sarah Puntigam,e813709a,Dash,05242025,17,at AUT,M,32-223,11,0,0,0,0,0,0,0,0,8,1,0,1,0.0,0.0,0.0,0,0,4,6,66.7,0,3,0,0,0,e813709a_17
Evelina Duljan,e813709a,Dash,05242025,7,se SWE,M,22-012,45,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,1,0,13,17,76.5,1,14,3,5,2,e813709a_7
Maggie Graham,e813709a,Dash,05242025,23,us USA,M,22-318,45,0,0,0,0,2,0,0,0,23,1,1,0,0.3,0.3,0.0,1,0,13,17,76.5,2,6,0,0,0,e813709a_23
Paige Nielsen,e813709a,Dash,05242025,14,us USA,D,31-222,90,0,0,0,0,0,0,1,0,85,1,1,0,0.0,0.0,0.0,1,0,63,75,84.0,3,33,0,0,0,e813709a_14
Katie Lind,e813709a,Dash,05242025,25,us USA,D,31-098,90,0,0,0,0,1,0,0,0,78,3,2,1,0.0,0.0,0.0,1,0,58,62,93.5,0,36,0,0,0,e813709a_25
Natalie Jacobs,e813709a,Dash,05242025,4,us USA,D,27-281,90,0,0,0,0,0,0,0,0,83,2,2,2,0.0,0.0,0.1,2,0,64,71,90.1,3,42,1,0,0,e813709a_4
Avery Patterson,e813709a,Dash,05242025,15,us USA,D,22-344,90,1,0,0,0,2,2,0,0,46,0,0,1,0.1,0.1,0.1,5,0,29,38,76.3,6,26,5,3,1,e813709a_15
Abby Smith,e813709a,Dash,05242025,35,us USA,G,31-232,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,29,38,76.3,0,21,0,0,0,e813709a_35
Racheal Kundananji,231a532f,Bay FC,05242025,9,zm ZAM,F,24-355,64,0,1,0,0,4,1,0,0,24,1,0,1,0.2,0.2,1.5,5,0,10,17,58.8,0,10,5,2,2,231a532f_9
Asisat Oshoala,231a532f,Bay FC,05242025,8,ng NGA,F,30-227,26,0,0,0,0,2,2,0,0,16,2,0,0,0.2,0.2,0.1,2,0,6,10,60.0,1,6,0,1,1,231a532f_8
Taylor Huff,231a532f,Bay FC,05242025,7,us USA,F,22-281,79,0,0,0,0,2,0,0,0,50,3,0,1,0.4,0.4,0.0,3,0,33,40,82.5,1,19,1,2,1,231a532f_7
Karlie Lema,231a532f,Bay FC,05242025,5,us USA,F,21-329,11,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,0,5,0,1,0,231a532f_5
Penelope Hocking,231a532f,Bay FC,05242025,55,us USA,M,25-146,90,1,0,0,0,4,2,0,0,24,2,0,1,0.3,0.3,0.0,1,0,9,10,90.0,2,14,1,1,0,231a532f_55
Hannah Bebar,231a532f,Bay FC,05242025,41,us USA,M,23-261,71,0,0,0,0,1,0,0,0,49,1,0,4,0.0,0.0,0.1,2,0,31,40,77.5,5,23,2,2,1,231a532f_41
Jamie Shepherd,231a532f,Bay FC,05242025,14,us USA,M,24-227,19,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,10,12,83.3,0,2,0,0,0,231a532f_14
Caroline Conti,231a532f,Bay FC,05242025,15,us USA,M,24-057,90,0,0,0,0,1,1,0,0,72,2,0,0,0.0,0.0,0.0,3,0,58,69,84.1,6,22,2,0,0,231a532f_15
Rachel Hill,231a532f,Bay FC,05242025,21,us USA,M,30-037,90,1,0,0,0,2,2,0,0,47,0,0,1,1.1,1.1,0.0,1,0,24,34,70.6,2,17,1,2,0,231a532f_21
Madeline Moreau,231a532f,Bay FC,05242025,24,us USA,D,24-170,45,0,0,0,0,1,0,0,0,30,1,0,0,0.1,0.1,0.2,2,0,22,24,91.7,1,12,1,0,0,231a532f_24
Alyssa Malonson,231a532f,Bay FC,05242025,20,us USA,D,26-045,45,0,1,0,0,0,0,0,0,36,5,0,0,0.0,0.0,0.0,1,1,23,27,85.2,1,11,1,0,0,231a532f_20
Emily Menges,231a532f,Bay FC,05242025,4,us USA,D,32-300,65,0,0,0,0,0,0,0,0,48,1,0,0,0.0,0.0,0.0,2,1,43,46,93.5,5,31,1,0,0,231a532f_4
Joelle Anderson,231a532f,Bay FC,05242025,18,us USA,D,26-230,25,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,13,16,81.3,0,5,0,0,0,231a532f_18
Abby Dahlkemper,231a532f,Bay FC,05242025,13,us USA,D,32-011,90,0,0,0,0,0,0,1,0,74,1,0,0,0.0,0.0,0.0,3,0,61,67,91.0,7,37,0,0,0,231a532f_13
Caprice Dydasco,231a532f,Bay FC,05242025,3,us USA,D,31-278,90,0,0,0,0,0,0,0,0,86,0,1,0,0.0,0.0,0.1,2,0,69,79,87.3,9,42,7,3,2,231a532f_3
Jordan Silkowitz,231a532f,Bay FC,05242025,29,us USA,G,25-058,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,26,33,78.8,0,16,0,0,0,231a532f_29
Adriana Leon,bf961da0,Wave,05252025,9,ca CAN,F,32-235,70,2,0,0,0,3,2,0,0,15,0,0,0,0.6,0.6,0.0,0,0,9,10,90.0,0,8,0,1,1,bf961da0_9
Kyra Carusa,bf961da0,Wave,05252025,19,ie IRL,F,29-192,20,0,0,0,0,1,0,0,0,12,3,1,0,0.2,0.2,0.0,1,0,4,5,80.0,1,9,1,0,0,bf961da0_19
Kimmi Ascanio,bf961da0,Wave,05252025,17,us USA,F,17-124,70,0,0,0,0,0,0,0,0,20,0,0,1,0.0,0.0,0.0,0,0,8,12,66.7,1,13,0,2,0,bf961da0_17
Melanie Barcenas,bf961da0,Wave,05252025,25,us USA,F,17-207,20,0,1,0,0,2,1,0,0,14,2,0,3,0.0,0.0,0.1,2,2,8,9,88.9,0,6,1,0,0,bf961da0_25
Delphine Cascarino,bf961da0,Wave,05252025,20,fr FRA,F,28-109,90,0,1,0,0,1,1,0,0,61,4,1,0,0.1,0.1,0.4,5,1,32,47,68.1,6,34,5,5,2,bf961da0_20
Gia Corley,bf961da0,Wave,05252025,11,de GER,M,23-005,82,0,1,0,0,1,0,0,0,42,1,0,1,0.0,0.0,0.3,0,0,25,32,78.1,5,24,3,5,1,bf961da0_11
Maria Sanchez,bf961da0,Wave,05252025,7,mx MEX,M,29-094,8,1,0,0,0,1,1,0,0,9,1,1,0,0.1,0.1,0.0,0,0,6,6,100.0,0,5,0,0,0,bf961da0_7
Kenza Dali,bf961da0,Wave,05252025,10,fr FRA,M,33-298,90,0,0,0,0,0,0,0,0,82,0,3,1,0.0,0.0,0.0,3,1,65,74,87.8,7,48,2,3,2,bf961da0_10
Savannah McCaskill,bf961da0,Wave,05252025,21,us USA,M,28-298,90,0,0,0,0,0,0,0,0,63,1,0,0,0.0,0.0,0.0,1,0,48,57,84.2,6,28,1,1,1,bf961da0_21
Perle Morroni,bf961da0,Wave,05252025,75,fr FRA,D,27-222,89,1,0,0,0,1,1,0,0,46,2,1,0,0.2,0.2,0.2,1,0,34,40,85.0,2,24,0,1,0,bf961da0_75
Kennedy Wesley,bf961da0,Wave,05252025,12,us USA,D,24-078,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,bf961da0_12
Kristen McNabb,bf961da0,Wave,05252025,14,us USA,D,31-038,90,1,0,0,0,1,1,0,0,83,0,0,1,0.4,0.4,0.0,0,0,71,80,88.8,2,55,0,0,0,bf961da0_14
Trinity Armstrong,bf961da0,Wave,05252025,3,us USA,D,17-304,90,0,1,0,0,0,0,0,0,69,1,4,1,0.0,0.0,0.4,1,1,53,59,89.8,1,28,0,0,0,bf961da0_3
Hanna Lundkvist,bf961da0,Wave,05252025,6,se SWE,D,22-312,90,0,1,0,0,0,0,0,0,68,3,0,0,0.0,0.0,0.1,2,2,58,62,93.5,1,24,1,2,1,bf961da0_6
Kailen Sheridan,bf961da0,Wave,05252025,1,ca CAN,G,29-313,90,0,0,0,0,0,0,0,0,80,0,0,0,0.0,0.0,0.0,1,1,66,80,82.5,1,57,0,0,0,bf961da0_1
Manaka Matsukubo,85c458aa,Courage,05252025,34,jp JPN,F,20-301,83,1,1,0,0,4,1,0,0,30,0,0,0,0.9,0.9,0.2,5,2,16,20,80.0,3,17,0,1,0,85c458aa_34
Brianna Pinto,85c458aa,Courage,05252025,8,us USA,F,25-001,7,0,0,0,0,1,0,0,0,10,0,0,1,0.2,0.2,0.0,0,0,6,7,85.7,0,4,0,0,0,85c458aa_8
Jaedyn Shaw,85c458aa,Courage,05252025,19,us USA,M,20-186,74,0,1,0,0,2,1,0,0,26,1,0,1,0.3,0.3,0.1,0,0,14,17,82.4,5,11,0,0,0,85c458aa_19
Shinomi Koyama,85c458aa,Courage,05252025,20,jp JPN,M,20-114,16,0,0,0,0,2,0,0,0,14,0,0,0,0.2,0.2,0.0,0,0,10,12,83.3,3,8,1,1,1,85c458aa_20
Ashley Sanchez,85c458aa,Courage,05252025,2,us USA,M,26-070,65,0,0,0,0,0,0,0,0,13,2,1,1,0.0,0.0,0.0,0,0,6,8,75.0,1,8,1,3,3,85c458aa_2
Hannah Betfort,85c458aa,Courage,05252025,30,us USA,M,26-141,25,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,4,10,40.0,0,6,0,1,1,85c458aa_30
Riley Jackson,85c458aa,Courage,05252025,16,us USA,M,19-174,90,0,0,0,0,1,0,0,0,62,4,0,2,0.0,0.0,0.0,2,0,47,50,94.0,6,30,0,0,0,85c458aa_16
Denise O'Sullivan,85c458aa,Courage,05252025,10,ie IRL,M,31-110,90,0,0,0,0,0,0,1,0,70,4,2,4,0.0,0.0,0.0,3,0,45,51,88.2,5,40,1,1,0,85c458aa_10
Felicitas Rauch,85c458aa,Courage,05252025,11,de GER,D,29-025,74,1,0,0,0,1,1,0,0,61,1,3,4,0.2,0.2,0.3,1,0,36,44,81.8,1,27,1,3,1,85c458aa_11
Tyler Lussi,85c458aa,Courage,05252025,14,us USA,D,30-119,16,0,0,0,0,0,0,0,0,13,1,0,1,0.0,0.0,0.2,1,0,6,11,54.5,1,8,1,0,0,85c458aa_14
Ryan Williams,85c458aa,Courage,05252025,13,us USA,D,29-091,90,0,0,0,0,1,1,0,0,73,4,1,0,0.0,0.0,0.5,4,0,53,62,85.5,3,45,2,2,1,85c458aa_13
Talia Staude,85c458aa,Courage,05252025,12,us USA,D,24-035,90,0,0,0,0,0,0,0,0,80,4,0,1,0.0,0.0,0.0,1,0,63,68,92.6,2,40,2,0,0,85c458aa_12
Kaleigh Kurtz,85c458aa,Courage,05252025,3,us USA,D,27-258,90,0,0,0,0,0,0,0,0,63,1,0,0,0.0,0.0,0.0,1,0,47,57,82.5,3,30,0,0,0,85c458aa_3
Maycee Bell,85c458aa,Courage,05252025,27,us USA,D,24-249,83,0,0,0,0,0,0,0,0,50,1,0,0,0.0,0.0,0.0,1,0,43,46,93.5,3,31,0,1,1,85c458aa_27
Aline,85c458aa,Courage,05252025,77,br BRA,D,19-322,7,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.2,1,0,8,11,72.7,1,2,0,1,0,85c458aa_77
Casey Murphy,85c458aa,Courage,05252025,1,us USA,G,29-030,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,25,31,80.6,0,15,0,0,0,85c458aa_1
Sarah Weber,da19ebd1,Racing,0662025,42,us USA,F,22-112,86,1,0,0,0,5,1,0,0,19,0,0,0,0.5,0.5,0.0,1,0,4,8,50.0,0,10,1,1,0,da19ebd1_42
Ary Borges,da19ebd1,Racing,0662025,8,br BRA,F,25-160,4,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,1,0,2,1,da19ebd1_8
Emma Sears,da19ebd1,Racing,0662025,13,us USA,F,24-103,85,1,0,0,0,3,3,1,0,29,1,0,0,0.2,0.2,0.1,7,2,15,18,83.3,0,17,0,8,5,da19ebd1_13
Uchenna Kanu,da19ebd1,Racing,0662025,29,ng NGA,F,27-351,5,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,da19ebd1_29
Janine Sonis,da19ebd1,Racing,0662025,16,ca CAN,F,30-290,63,0,1,0,0,1,0,0,0,34,0,0,0,0.1,0.1,0.6,4,1,22,28,78.6,4,12,1,4,1,da19ebd1_16
Ella Hase,da19ebd1,Racing,0662025,6,us USA,F,22-329,27,0,0,0,0,0,0,0,0,18,0,0,1,0.0,0.0,0.1,1,0,8,14,57.1,0,6,1,0,0,da19ebd1_6
Savannah Demelo,da19ebd1,Racing,0662025,7,us USA,M,27-072,90,0,0,0,0,3,1,1,0,50,2,0,2,0.2,0.2,0.2,7,0,17,34,50.0,3,26,4,5,1,da19ebd1_7
Taylor Flint,da19ebd1,Racing,0662025,26,us USA,M,26-196,90,0,0,0,0,3,2,0,0,52,6,3,3,0.1,0.1,0.0,1,0,15,26,57.7,3,15,0,1,0,da19ebd1_26
Katie O’Kane,da19ebd1,Racing,0662025,20,,M,,81,0,1,0,0,1,0,0,0,28,0,2,0,0.0,0.0,0.1,2,0,19,24,79.2,2,11,1,0,0,da19ebd1_20
Marisa DiGrande,da19ebd1,Racing,0662025,14,us USA,M,28-121,9,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,1,1,2,3,66.7,0,0,0,0,0,da19ebd1_14
Courtney Petersen,da19ebd1,Racing,0662025,11,us USA,D,27-221,90,0,1,0,0,1,0,0,0,48,0,1,0,0.1,0.1,0.3,3,2,33,44,75.0,3,8,1,1,0,da19ebd1_11
Arin Wright,da19ebd1,Racing,0662025,3,us USA,D,32-163,90,0,0,0,0,0,0,0,0,48,0,0,4,0.0,0.0,0.0,4,0,30,37,81.1,4,11,0,1,1,da19ebd1_3
Ellie Jean,da19ebd1,Racing,0662025,5,us USA,D,28-126,90,1,0,0,0,2,1,0,0,30,1,1,0,0.7,0.7,0.1,1,0,18,24,75.0,1,14,2,0,0,da19ebd1_5
Lauren Milliet,da19ebd1,Racing,0662025,2,us USA,D,28-187,90,0,0,0,0,1,1,0,0,52,1,2,0,0.0,0.0,0.1,3,0,33,41,80.5,6,18,0,1,1,da19ebd1_2
Jordyn Bloomer,da19ebd1,Racing,0662025,24,us USA,G,27-235,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,14,25,56.0,0,13,0,0,0,da19ebd1_24
Bianca St-Georges,d4c130bc,Royals,0662025,53,ca CAN,F,27-313,64,1,0,0,0,3,1,1,0,24,0,0,1,0.2,0.2,0.2,2,0,11,13,84.6,2,11,2,1,1,d4c130bc_53
Aisha Solórzano,d4c130bc,Royals,0662025,30,gt GUA,F,27-054,26,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,1,0,0,0,d4c130bc_30
Brecken Mozingo,d4c130bc,Royals,0662025,13,us USA,F,24-090,90,1,0,0,0,5,2,0,0,35,4,1,0,0.5,0.5,0.0,2,0,14,19,73.7,4,11,4,1,1,d4c130bc_13
Ally Sentnor,d4c130bc,Royals,0662025,9,us USA,F,21-108,84,0,0,0,0,3,3,0,0,43,2,0,3,0.2,0.2,0.2,6,1,23,33,69.7,5,20,1,2,0,d4c130bc_9
Mikayla Cluff,d4c130bc,Royals,0662025,21,us USA,F,26-101,6,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,d4c130bc_21
Mina Tanaka,d4c130bc,Royals,0662025,11,jp JPN,M,31-039,74,0,0,0,0,1,0,0,0,29,3,0,0,0.1,0.1,0.1,6,0,16,20,80.0,2,11,1,2,0,d4c130bc_11
Dana Foederer,d4c130bc,Royals,0662025,22,nl NED,M,22-314,16,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,1,0,d4c130bc_22
Ana Tejada,d4c130bc,Royals,0662025,17,es ESP,M,23-004,72,0,0,0,0,1,0,2,1,48,3,1,0,0.0,0.0,0.0,2,0,32,39,82.1,4,9,0,0,0,d4c130bc_17
Claudia Zornoza,d4c130bc,Royals,0662025,10,es ESP,M,34-229,90,0,0,0,0,2,2,0,0,48,2,1,0,0.0,0.0,0.0,1,0,29,42,69.0,4,17,0,1,1,d4c130bc_10
Nuria Rábano,d4c130bc,Royals,0662025,14,es ESP,D,25-356,74,0,0,0,0,0,0,1,0,47,1,3,0,0.0,0.0,0.0,3,0,28,41,68.3,2,20,0,1,0,d4c130bc_14
Madison Pogarch,d4c130bc,Royals,0662025,16,us USA,D,27-213,16,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,0,0,0,0,0,d4c130bc_16
Lauren Flynn,d4c130bc,Royals,0662025,5,us USA,D,23-015,90,0,0,0,0,0,0,0,0,61,2,0,1,0.0,0.0,0.0,2,0,44,51,86.3,2,20,0,1,1,d4c130bc_5
Kate Del Fava,d4c130bc,Royals,0662025,8,us USA,D,26-318,90,0,1,0,0,0,0,0,0,54,1,1,3,0.0,0.0,0.1,1,1,36,40,90.0,5,14,0,1,0,d4c130bc_8
Janni Thomsen,d4c130bc,Royals,0662025,7,dk DEN,D,25-110,63,0,0,0,0,2,0,0,0,32,1,1,0,0.1,0.1,0.1,2,1,18,21,85.7,4,15,1,4,2,d4c130bc_7
Paige Monaghan,d4c130bc,Royals,0662025,4,us USA,D,28-205,27,0,0,0,0,0,0,0,0,14,1,1,0,0.0,0.0,0.0,2,0,6,10,60.0,0,3,0,0,0,d4c130bc_4
Amanda McGlynn,d4c130bc,Royals,0662025,1,us USA,G,26-215,90,0,0,0,0,0,0,0,0,56,0,0,0,0.0,0.0,0.0,1,1,39,51,76.5,0,26,0,0,0,d4c130bc_1
Esther González,8e306dc6,Gotham FC,0672025,9,es ESP,F,32-181,90,0,0,0,0,3,0,0,0,33,0,0,0,0.3,0.3,0.1,2,0,19,25,76.0,7,21,1,1,1,8e306dc6_9
Margaret Purce,8e306dc6,Gotham FC,0672025,23,us USA,F,29-262,69,0,0,0,0,0,0,0,0,29,3,0,1,0.0,0.0,0.1,2,0,12,18,66.7,1,19,1,2,0,8e306dc6_23
Sofia Cook,8e306dc6,Gotham FC,0672025,21,us USA,F,20-304,21,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,2,3,0,0,0,8e306dc6_21
Geyse,8e306dc6,Gotham FC,0672025,10,br BRA,F,27-072,90,0,0,0,0,2,2,1,0,43,5,0,0,0.2,0.2,0.0,1,0,9,22,40.9,2,24,3,7,2,8e306dc6_10
Ella Stevens,8e306dc6,Gotham FC,0672025,13,us USA,M,27-178,25,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.2,3,0,10,11,90.9,4,7,0,0,0,8e306dc6_13
Sarah Schupansky,8e306dc6,Gotham FC,0672025,11,us USA,M,21-286,65,0,0,0,0,0,0,0,0,38,2,0,1,0.0,0.0,0.3,3,0,17,33,51.5,4,23,1,1,1,8e306dc6_11
Jaelin Howell,8e306dc6,Gotham FC,0672025,7,us USA,M,25-198,90,0,0,0,0,1,0,0,0,43,0,0,2,0.1,0.1,0.0,1,0,30,37,81.1,3,28,2,0,0,8e306dc6_7
Taryn Torres,8e306dc6,Gotham FC,0672025,8,us USA,M,26-045,73,0,0,0,0,2,0,0,0,31,1,0,0,0.1,0.1,0.0,1,0,20,25,80.0,4,14,0,0,0,8e306dc6_8
