player,team_id,team_name,match_date,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id
Riley Jackson,85c458aa,Courage,04262025,16,us USA,M,19-145,74,0,0,0,0,0,0,0,0,37,2,1,2,0.0,0.0,0.0,1,1,24,31,77.4,2,19,0,1,1,85c458aa_16
Shinomi Koyama,85c458aa,Courage,04262025,20,jp JPN,M,20-085,16,0,0,0,0,1,0,0,0,19,0,0,1,0.1,0.1,0.3,4,1,10,16,62.5,2,13,0,2,1,85c458aa_20
Ryan Williams,85c458aa,Courage,04262025,13,us USA,M,29-062,90,1,1,0,0,3,3,0,0,52,0,0,1,0.4,0.4,0.2,4,1,31,45,68.9,3,33,5,1,0,85c458aa_13
Talia Staude,85c458aa,Courage,04262025,12,us USA,D,24-006,83,0,0,0,0,0,0,0,0,81,3,1,2,0.0,0.0,0.0,3,0,54,66,81.8,10,47,2,1,1,85c458aa_12
Brianna Pinto,85c458aa,Courage,04262025,8,us USA,D,24-337,7,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,0,0,0,0,85c458aa_8
Kaleigh Kurtz,85c458aa,Courage,04262025,3,us USA,D,27-229,90,1,0,0,0,2,1,0,0,98,0,2,1,0.1,0.1,0.0,2,0,61,83,73.5,5,59,0,0,0,85c458aa_3
Maycee Bell,85c458aa,Courage,04262025,27,us USA,D,24-220,90,0,0,0,0,0,0,1,0,68,1,0,0,0.0,0.0,0.0,1,0,47,58,81.0,3,34,0,0,0,85c458aa_27
Casey Murphy,85c458aa,Courage,04262025,1,us USA,G,29-001,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,24,25,96.0,0,18,0,0,0,85c458aa_1
Beatriz,6f666306,Current,04262025,9,br BRA,F,31-130,69,1,0,0,0,2,1,0,0,42,1,1,1,0.2,0.2,0.1,3,0,18,27,66.7,4,15,3,6,4,6f666306_9
Lacho Marta,6f666306,Current,04262025,30,ao ANG,F,26-041,21,0,0,0,0,1,1,0,0,15,0,0,0,0.0,0.0,0.1,1,0,6,9,66.7,2,5,1,0,0,6f666306_30
Temwa Chaŵinga,6f666306,Current,04262025,6,mw MWI,F,26-218,45,0,1,0,0,2,0,0,0,25,1,0,0,0.0,0.0,0.0,1,1,11,17,64.7,0,11,3,2,1,6f666306_6
Debinha,6f666306,Current,04262025,99,br BRA,F,33-188,45,0,0,0,0,2,1,0,0,24,1,0,0,0.2,0.2,0.1,2,0,11,18,61.1,2,13,3,1,1,6f666306_99
Vanessa DiBernardo,6f666306,Current,04262025,16,us USA,F,32-346,85,0,0,0,0,0,0,0,0,38,0,1,2,0.0,0.0,0.3,6,0,25,33,75.8,5,11,0,2,1,6f666306_16
Mary Long,6f666306,Current,04262025,19,us USA,F,18-092,5,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,4,0,0,0,6f666306_19
Haley Hopkins,6f666306,Current,04262025,13,us USA,M,26-126,57,1,0,0,0,1,1,0,0,24,0,0,2,0.0,0.0,0.0,1,1,8,13,61.5,1,11,1,3,0,6f666306_13
Hailie Mace,6f666306,Current,04262025,4,us USA,M,28-033,33,0,0,0,0,0,0,1,0,20,0,1,1,0.0,0.0,0.0,0,0,11,15,73.3,1,7,0,1,0,6f666306_4
Claire Hutton,6f666306,Current,04262025,14,us USA,M,19-105,57,0,1,0,0,1,0,0,0,36,1,0,1,0.1,0.1,0.1,2,2,17,28,60.7,4,13,0,3,2,6f666306_14
Raquel Rodríguez,6f666306,Current,04262025,11,cr CRC,M,31-180,33,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,0,0,7,12,58.3,2,6,0,0,0,6f666306_11
Lo'eau LaBonta,6f666306,Current,04262025,10,us USA,M,32-039,90,0,0,0,0,2,0,0,0,53,3,1,2,0.4,0.4,0.0,2,0,26,34,76.5,5,16,2,3,1,6f666306_10
Isabel Rodriguez,6f666306,Current,04262025,18,us USA,D,26-013,90,0,0,0,0,1,0,0,0,80,2,1,2,0.1,0.1,0.0,4,0,44,68,64.7,5,32,1,1,0,6f666306_18
Kayla Sharples,6f666306,Current,04262025,27,us USA,D,27-313,90,0,0,0,0,1,0,0,0,71,0,0,1,0.0,0.0,0.4,3,0,54,61,88.5,3,38,0,0,0,6f666306_27
Elizabeth Ball,6f666306,Current,04262025,7,us USA,D,29-188,90,0,0,0,0,0,0,0,0,68,1,0,1,0.0,0.0,0.0,0,0,54,60,90.0,1,27,0,0,0,6f666306_7
Ellie Wheeler,6f666306,Current,04262025,5,us USA,D,23-133,90,0,0,0,0,2,0,0,0,47,1,2,1,0.1,0.1,0.0,0,0,25,38,65.8,1,16,1,1,0,6f666306_5
Lorena,6f666306,Current,04262025,23,br BRA,G,27-355,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,13,20,65.0,0,12,0,0,0,6f666306_23
Barbra Banda,2a6178ac,Pride,04252025,22,zm ZAM,F,25-036,90,1,0,0,0,3,1,1,0,17,0,0,0,0.2,0.2,0.0,0,0,2,4,50.0,0,12,1,4,1,2a6178ac_22
Marta,2a6178ac,Pride,04252025,10,br BRA,F,39-065,90,1,0,0,0,2,2,0,0,45,0,0,1,0.3,0.3,0.5,4,0,28,38,73.7,5,24,2,1,1,2a6178ac_10
Angelina,2a6178ac,Pride,04252025,15,br BRA,M,25-089,71,0,0,0,0,0,0,0,0,37,2,0,1,0.0,0.0,0.0,1,0,20,29,69.0,1,22,0,1,1,2a6178ac_15
Grace Chanda,2a6178ac,Pride,04252025,23,zm ZAM,M,27-318,19,0,0,0,0,0,0,0,0,9,1,1,0,0.0,0.0,0.0,0,0,4,5,80.0,0,6,0,0,0,2a6178ac_23
Morgan Gautrat,2a6178ac,Pride,04252025,16,us USA,M,32-058,58,0,0,0,0,0,0,0,0,44,1,0,0,0.0,0.0,0.1,3,0,31,39,79.5,6,27,0,0,0,2a6178ac_16
Haley Hanson,2a6178ac,Pride,04252025,2,us USA,M,29-082,32,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,0,0,7,9,77.8,2,8,1,0,0,2a6178ac_2
Ally Lemos,2a6178ac,Pride,04252025,30,us USA,M,21-052,90,0,0,0,0,2,0,1,0,58,0,1,0,0.3,0.3,0.0,3,1,45,53,84.9,7,43,0,0,0,2a6178ac_30
Prisca Chilufya,2a6178ac,Pride,04252025,9,zm ZAM,M,25-321,58,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.0,0,0,3,13,23.1,0,14,4,3,0,2a6178ac_9
Ally Watt,2a6178ac,Pride,04252025,11,us USA,M,28-044,32,0,0,0,0,1,1,0,0,17,1,0,2,0.2,0.2,0.0,2,1,6,10,60.0,0,6,0,0,0,2a6178ac_11
Kerry Abello,2a6178ac,Pride,04252025,25,us USA,D,25-220,90,0,0,0,0,2,0,0,0,56,2,0,1,0.0,0.0,0.2,2,0,41,47,87.2,4,35,2,0,0,2a6178ac_25
Kylie Strom,2a6178ac,Pride,04252025,3,us USA,D,33-038,72,0,0,0,0,0,0,0,0,57,0,0,0,0.0,0.0,0.0,0,0,48,56,85.7,4,49,0,0,0,2a6178ac_3
Carson Pickett,2a6178ac,Pride,04252025,19,us USA,D,31-222,18,0,1,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.2,1,1,4,9,44.4,1,7,0,0,0,2a6178ac_19
Emily Sams,2a6178ac,Pride,04252025,6,us USA,D,25-298,90,0,0,0,0,0,0,0,0,68,1,0,0,0.0,0.0,0.0,1,0,57,62,91.9,5,49,1,0,0,2a6178ac_6
Cori Dyke,2a6178ac,Pride,04252025,12,us USA,D,24-217,58,0,0,0,0,1,0,0,0,40,2,0,0,0.0,0.0,0.0,0,0,27,35,77.1,6,25,0,1,0,2a6178ac_12
Oihane Hernández,2a6178ac,Pride,04252025,21,es ESP,D,24-356,32,0,1,0,0,2,1,0,0,37,2,2,1,0.2,0.2,0.2,3,1,17,24,70.8,2,15,4,0,0,2a6178ac_21
Anna Moorhouse,2a6178ac,Pride,04252025,1,eng ENG,G,30-026,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,18,22,81.8,0,12,0,0,0,2a6178ac_1
Riley Tiernan,ae38d267,Angel City,04252025,33,us USA,F,22-162,82,1,0,0,0,1,1,1,0,24,0,0,2,0.1,0.1,0.0,4,1,12,18,66.7,0,14,3,2,2,ae38d267_33
Miyabi Moriya,ae38d267,Angel City,04252025,29,jp JPN,D,28-246,8,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,4,0,0,0,ae38d267_29
Alyssa Thompson,ae38d267,Angel City,04252025,21,us USA,F,20-169,74,0,0,0,0,1,1,0,0,33,1,1,3,0.0,0.0,0.1,2,0,17,21,81.0,3,18,1,1,0,ae38d267_21
Julie Dufour,ae38d267,Angel City,04252025,7,fr FRA,M,23-331,16,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,1,3,0,0,0,ae38d267_7
Claire Emslie,ae38d267,Angel City,04252025,10,sct SCO,F,31-048,74,0,0,0,0,1,0,0,0,32,0,0,0,0.0,0.0,0.1,3,0,15,28,53.6,2,15,2,2,1,ae38d267_10
Casey Phair,ae38d267,Angel City,04252025,9,kr KOR,F,17-300,16,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,ae38d267_9
Kennedy Fuller,ae38d267,Angel City,04252025,17,us USA,M,18-047,82,0,1,0,0,1,1,0,0,32,2,2,3,0.1,0.1,0.4,4,1,13,18,72.2,3,17,2,3,1,ae38d267_17
Megan Reid,ae38d267,Angel City,04252025,6,us USA,D,29-016,8,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,2,0,0,0,ae38d267_6
Katie Zelem,ae38d267,Angel City,04252025,4,eng ENG,M,29-095,90,1,0,0,0,3,1,0,0,53,0,1,0,0.4,0.4,0.0,1,0,37,45,82.2,5,28,0,2,2,ae38d267_4
Alanna Kennedy,ae38d267,Angel City,04252025,14,au AUS,M,30-094,56,0,0,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0.0,1,1,11,13,84.6,2,12,0,0,0,ae38d267_14
Madison Hammond,ae38d267,Angel City,04252025,99,us USA,M,27-161,34,0,0,0,0,0,0,0,0,22,1,0,0,0.0,0.0,0.0,0,0,18,19,94.7,3,13,0,0,0,ae38d267_99
Mary Vignola,ae38d267,Angel City,04252025,16,us USA,D,27-073,90,0,0,0,0,1,1,0,0,64,5,2,2,0.0,0.0,0.0,3,0,33,46,71.7,4,28,2,2,1,ae38d267_16
Savannah King,ae38d267,Angel City,04252025,3,us USA,D,20-077,90,0,0,0,0,1,0,0,0,61,1,0,2,0.1,0.1,0.0,0,0,40,46,87.0,1,29,0,0,0,ae38d267_3
Sarah Gorden,ae38d267,Angel City,04252025,11,us USA,D,32-224,90,0,0,0,0,0,0,0,0,57,2,0,1,0.0,0.0,0.0,0,0,35,43,81.4,4,32,0,0,0,ae38d267_11
Gisele Thompson,ae38d267,Angel City,04252025,20,us USA,D,19-144,90,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,0,0,21,25,84.0,2,19,2,2,0,ae38d267_20
Angelina Anderson,ae38d267,Angel City,04252025,19,us USA,G,24-034,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,27,39,69.2,0,22,0,1,1,ae38d267_19
Deyna Castellanos,df9a10a1,Thorns,04272025,10,ve VEN,F,26-009,73,0,0,0,0,1,0,0,0,19,0,0,1,0.1,0.1,0.0,0,0,3,10,30.0,0,12,2,2,1,df9a10a1_10
Pietra Tordin,df9a10a1,Thorns,04272025,19,us USA,F,21-028,17,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,3,0,2,0,df9a10a1_19
Caiya Hanks,df9a10a1,Thorns,04272025,7,us USA,F,20-213,90,0,0,0,0,1,0,0,0,25,1,1,0,0.1,0.1,0.3,5,0,8,12,66.7,2,19,2,3,1,df9a10a1_7
Reilyn Turner,df9a10a1,Thorns,04272025,66,us USA,F,22-192,66,1,0,0,0,2,1,0,0,23,0,0,0,0.1,0.1,0.0,1,0,5,8,62.5,1,10,0,4,1,df9a10a1_66
Payton Linnehan,df9a10a1,Thorns,04272025,15,us USA,F,24-033,24,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.1,2,0,15,19,78.9,0,12,1,2,1,df9a10a1_15
Jessie Fleming,df9a10a1,Thorns,04272025,21,ca CAN,M,27-047,73,1,0,1,1,2,0,0,0,34,1,0,2,0.8,0.1,0.1,3,1,21,24,87.5,2,19,1,1,0,df9a10a1_21
Marie-Yasmine Alidou,df9a10a1,Thorns,04272025,26,ca CAN,M,29-364,17,0,0,0,0,1,0,0,0,12,1,0,0,0.2,0.2,0.0,0,0,7,8,87.5,1,8,1,2,0,df9a10a1_26
Hina Sugita,df9a10a1,Thorns,04272025,8,jp JPN,M,28-086,90,0,0,0,0,0,0,0,0,42,2,1,0,0.0,0.0,0.0,0,0,31,35,88.6,3,21,0,1,1,df9a10a1_8
Olivia Moultrie,df9a10a1,Thorns,04272025,13,us USA,M,19-222,90,0,0,0,0,1,0,0,0,41,2,0,0,0.1,0.1,0.0,6,2,22,34,64.7,3,25,4,2,2,df9a10a1_13
Mallie McKenzie,df9a10a1,Thorns,04272025,29,us USA,D,24-165,66,0,0,0,0,0,0,0,0,39,1,1,1,0.0,0.0,0.0,2,0,21,30,70.0,1,10,0,1,0,df9a10a1_29
Reyna Reyes,df9a10a1,Thorns,04272025,2,mx MEX,D,24-070,24,0,0,0,0,0,0,1,0,12,0,0,0,0.0,0.0,0.0,1,1,8,10,80.0,0,7,0,0,0,df9a10a1_2
Jayden Perry,df9a10a1,Thorns,04272025,24,us USA,D,24-066,90,1,1,1,1,1,0,0,0,62,1,0,1,0.9,0.1,0.0,1,1,42,56,75.0,5,33,0,0,0,df9a10a1_24
Isabella Obaze,df9a10a1,Thorns,04272025,5,dk DEN,D,22-179,90,0,0,0,0,0,0,0,0,49,2,0,1,0.0,0.0,0.0,0,0,28,39,71.8,1,22,1,0,0,df9a10a1_5
Kaitlyn Torpey,df9a10a1,Thorns,04272025,20,au AUS,D,25-041,82,0,0,0,0,0,0,0,0,44,2,1,0,0.0,0.0,0.0,0,0,28,35,80.0,2,16,1,0,0,df9a10a1_20
Alexa Spaanstra,df9a10a1,Thorns,04272025,77,us USA,D,25-085,8,0,0,0,0,1,0,0,0,8,1,0,0,0.1,0.1,0.0,0,0,5,5,100.0,2,3,0,0,0,df9a10a1_77
Mackenzie Arnold,df9a10a1,Thorns,04272025,18,au AUS,G,31-061,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,39,45,86.7,0,23,0,0,0,df9a10a1_18
Kayla Fischer,da19ebd1,Racing,04272025,9,us USA,F,25-112,67,1,1,0,0,4,2,0,0,24,1,1,2,1.4,1.4,0.9,6,1,10,14,71.4,2,13,1,0,0,da19ebd1_9
Sarah Weber,da19ebd1,Racing,04272025,42,us USA,F,22-072,23,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,0,0,da19ebd1_42
Janine Sonis,da19ebd1,Racing,04272025,16,ca CAN,F,30-250,90,0,1,0,0,1,1,0,0,57,3,4,3,0.0,0.0,0.3,6,2,22,34,64.7,1,31,1,1,0,da19ebd1_16
Emma Sears,da19ebd1,Racing,04272025,13,us USA,F,24-063,90,1,0,0,0,4,2,0,0,36,2,1,1,0.7,0.7,0.1,2,0,12,19,63.2,2,21,1,1,0,da19ebd1_13
Savannah Demelo,da19ebd1,Racing,04272025,7,us USA,M,27-032,74,1,0,0,0,4,1,0,0,31,3,1,1,1.0,1.0,0.0,5,1,11,17,64.7,2,20,0,0,0,da19ebd1_7
Katie O’Kane,da19ebd1,Racing,04272025,20,,M,,16,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,3,0,0,0,da19ebd1_20
Ary Borges,da19ebd1,Racing,04272025,8,br BRA,M,25-120,90,0,0,0,0,0,0,0,0,47,8,1,0,0.0,0.0,0.0,4,0,24,33,72.7,3,18,1,0,0,da19ebd1_8
Taylor Flint,da19ebd1,Racing,04272025,26,us USA,M,26-156,90,0,0,0,0,3,0,0,0,41,3,5,1,0.2,0.2,0.1,2,0,19,26,73.1,5,10,0,1,1,da19ebd1_26
Courtney Petersen,da19ebd1,Racing,04272025,11,us USA,D,27-181,90,0,0,0,0,2,0,0,0,47,2,0,1,0.1,0.1,0.0,2,1,24,34,70.6,3,9,0,0,0,da19ebd1_11
Arin Wright,da19ebd1,Racing,04272025,3,us USA,D,32-123,90,0,0,0,0,0,0,0,0,21,1,0,2,0.0,0.0,0.0,0,0,13,14,92.9,1,9,1,0,0,da19ebd1_3
Ellie Jean,da19ebd1,Racing,04272025,5,us USA,D,28-086,90,0,0,0,0,0,0,0,0,40,1,1,1,0.0,0.0,0.0,0,0,17,25,68.0,1,11,0,1,0,da19ebd1_5
Lauren Milliet,da19ebd1,Racing,04272025,2,us USA,D,28-147,90,0,0,0,0,0,0,0,0,42,1,0,1,0.0,0.0,0.3,2,0,26,36,72.2,7,14,1,1,0,da19ebd1_2
Katie Lund,da19ebd1,Racing,04272025,1,us USA,G,28-151,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,21,34,61.8,0,17,0,0,0,da19ebd1_1
Caroline Conti,231a532f,Bay FC,04262025,15,us USA,F,24-029,69,0,1,0,0,0,0,0,0,15,0,0,1,0.0,0.0,0.1,2,1,8,13,61.5,2,7,0,0,0,231a532f_15
Asisat Oshoala,231a532f,Bay FC,04262025,8,ng NGA,F,30-199,21,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,2,0,0,0,231a532f_8
Racheal Kundananji,231a532f,Bay FC,04262025,9,zm ZAM,M,24-327,90,1,0,0,0,5,2,0,0,45,4,1,0,0.2,0.2,0.2,1,0,23,33,69.7,3,17,4,1,1,231a532f_9
Dorian Bailey,231a532f,Bay FC,04262025,19,us USA,M,28-088,90,0,0,0,0,0,0,0,0,43,1,1,0,0.0,0.0,0.0,1,0,24,35,68.6,3,18,0,0,0,231a532f_19
Taylor Huff,231a532f,Bay FC,04262025,7,us USA,M,22-253,90,0,0,0,0,2,1,0,0,47,1,1,0,0.2,0.2,0.2,4,0,22,36,61.1,8,13,1,0,0,231a532f_7
Karlie Lema,231a532f,Bay FC,04262025,5,us USA,M,21-301,69,0,0,0,0,1,0,0,0,28,1,0,0,0.0,0.0,0.0,2,0,14,18,77.8,0,14,2,2,1,231a532f_5
Rachel Hill,231a532f,Bay FC,04262025,21,us USA,M,30-009,21,0,0,0,0,0,0,0,0,18,1,0,1,0.0,0.0,0.0,0,0,11,16,68.8,1,5,1,1,1,231a532f_21
Kiki Pickett,231a532f,Bay FC,04262025,23,us USA,M,25-361,90,0,0,0,0,0,0,0,0,51,1,2,0,0.0,0.0,0.0,2,0,36,43,83.7,3,10,1,1,1,231a532f_23
Alyssa Malonson,231a532f,Bay FC,04262025,20,us USA,D,26-017,90,0,0,0,0,1,0,0,0,65,0,1,3,0.0,0.0,0.0,2,0,34,47,72.3,11,17,3,3,3,231a532f_20
Joelle Anderson,231a532f,Bay FC,04262025,18,us USA,D,26-202,90,0,0,0,0,0,0,0,0,58,0,0,0,0.0,0.0,0.0,0,0,35,48,72.9,3,17,0,0,0,231a532f_18
Abby Dahlkemper,231a532f,Bay FC,04262025,13,us USA,D,31-348,90,0,0,0,0,1,0,0,0,48,1,0,1,0.1,0.1,0.0,2,1,31,42,73.8,1,12,0,0,0,231a532f_13
Caprice Dydasco,231a532f,Bay FC,04262025,3,us USA,D,31-250,90,0,0,0,0,0,0,1,0,63,1,3,0,0.0,0.0,0.1,2,0,40,54,74.1,6,15,1,0,0,231a532f_3
Jordan Silkowitz,231a532f,Bay FC,04262025,29,us USA,G,25-030,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,23,33,69.7,0,12,0,0,0,231a532f_29
Lynn Biyendolo,257fad2b,Reign,04262025,6,us USA,F,31-340,89,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.0,1,0,16,26,61.5,1,19,0,1,1,257fad2b_6
Olivia Van der Jagt,257fad2b,Reign,04262025,33,us USA,F,25-279,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,257fad2b_33
Jordyn Huitema,257fad2b,Reign,04262025,9,ca CAN,F,23-353,87,1,0,0,0,6,2,0,0,34,0,2,0,1.0,1.0,0.0,0,0,17,24,70.8,4,19,2,1,0,257fad2b_9
Maddie Mercado,257fad2b,Reign,04262025,2,us USA,F,24-025,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,257fad2b_2
Ji So-yun,257fad2b,Reign,04262025,91,kr KOR,M,34-064,73,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.1,5,1,40,49,81.6,9,31,2,1,0,257fad2b_91
Ana-Maria Crnogorčević,257fad2b,Reign,04262025,7,ch SUI,M,34-205,17,0,0,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.0,0,0,10,11,90.9,2,8,0,0,0,257fad2b_7
Samantha Meza,257fad2b,Reign,04262025,20,us USA,M,23-170,90,0,1,0,0,0,0,0,0,48,0,2,1,0.0,0.0,0.7,3,1,31,39,79.5,6,28,0,1,1,257fad2b_20
Angharad James,257fad2b,Reign,04262025,8,wls WAL,M,30-329,90,0,0,0,0,0,0,0,0,51,0,2,1,0.0,0.0,0.0,2,0,35,47,74.5,4,28,0,0,0,257fad2b_8
Madeline Dahlien,257fad2b,Reign,04262025,5,us USA,D,20-275,90,0,0,0,0,2,2,1,0,39,0,0,0,0.1,0.1,0.0,0,0,11,23,47.8,1,28,4,2,1,257fad2b_5
Madison Curry,257fad2b,Reign,04262025,24,us USA,D,24-093,45,0,0,0,0,1,1,0,0,39,2,0,1,0.0,0.0,0.0,1,0,19,30,63.3,5,14,0,0,0,257fad2b_24
Emily Mason,257fad2b,Reign,04262025,14,us USA,D,22-185,45,0,0,0,0,0,0,0,0,33,0,4,0,0.0,0.0,0.0,2,0,11,25,44.0,0,15,2,1,1,257fad2b_14
Lauren Barnes,257fad2b,Reign,04262025,3,us USA,D,35-330,86,0,0,0,0,0,0,0,0,80,2,1,1,0.0,0.0,0.1,1,0,59,72,81.9,7,53,0,0,0,257fad2b_3
Shae Holmes,257fad2b,Reign,04262025,25,us USA,D,25-049,4,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,1,0,0,0,257fad2b_25
Phoebe McClernon,257fad2b,Reign,04262025,21,us USA,D,27-134,90,0,0,0,0,0,0,0,0,100,0,1,1,0.0,0.0,0.0,1,0,83,86,96.5,6,66,0,1,0,257fad2b_21
Jordyn Bugg,257fad2b,Reign,04262025,23,us USA,D,18-258,90,0,0,0,0,0,0,0,0,86,0,3,1,0.0,0.0,0.0,0,0,66,75,88.0,5,58,2,0,0,257fad2b_23
Claudia Dickey,257fad2b,Reign,04262025,1,us USA,G,25-110,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,25,31,80.6,0,21,0,0,0,257fad2b_1
Reilyn Turner,df9a10a1,Thorns,0532025,66,us USA,F,22-198,70,0,1,0,0,2,0,0,0,22,1,0,0,0.3,0.3,0.2,4,0,8,14,57.1,1,12,0,3,1,df9a10a1_66
Jessie Fleming,df9a10a1,Thorns,0532025,21,ca CAN,M,27-053,20,0,0,0,0,0,0,0,0,12,0,0,2,0.0,0.0,0.0,1,0,9,10,90.0,2,4,0,0,0,df9a10a1_21
Deyna Castellanos,df9a10a1,Thorns,0532025,10,ve VEN,F,26-015,87,0,0,0,0,2,0,0,0,31,0,0,1,0.2,0.2,0.3,4,0,12,19,63.2,2,20,1,1,0,df9a10a1_10
Sophie Hirst,df9a10a1,Thorns,0532025,14,us USA,F,25-067,3,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,1,4,25.0,0,1,0,0,0,df9a10a1_14
Marie-Yasmine Alidou,df9a10a1,Thorns,0532025,26,ca CAN,F,30-005,70,0,0,0,0,1,1,0,0,23,3,1,0,0.1,0.1,0.0,1,0,9,12,75.0,1,11,1,0,0,df9a10a1_26
Payton Linnehan,df9a10a1,Thorns,0532025,15,us USA,F,24-039,20,0,0,0,0,2,1,0,0,23,0,0,1,0.4,0.4,0.0,0,0,11,15,73.3,3,11,1,1,0,df9a10a1_15
Olivia Moultrie,df9a10a1,Thorns,0532025,13,us USA,M,19-228,89,0,0,0,0,4,2,0,0,56,3,0,3,0.3,0.3,0.6,9,1,26,35,74.3,3,36,2,3,1,df9a10a1_13
Pietra Tordin,df9a10a1,Thorns,0532025,19,us USA,F,21-034,1,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,1,0,1,0,df9a10a1_19
Hina Sugita,df9a10a1,Thorns,0532025,8,jp JPN,M,28-092,90,0,0,0,0,1,0,0,0,61,6,3,1,0.0,0.0,0.2,4,0,36,44,81.8,3,31,0,5,2,df9a10a1_8
Sam Coffey,df9a10a1,Thorns,0532025,17,us USA,M,26-123,90,0,0,0,0,1,0,0,0,46,6,1,1,0.0,0.0,0.1,3,0,28,34,82.4,6,19,0,1,0,df9a10a1_17
Reyna Reyes,df9a10a1,Thorns,0532025,2,mx MEX,D,24-076,90,1,0,0,0,2,2,0,0,55,1,4,3,0.1,0.1,0.0,0,0,32,38,84.2,3,22,0,2,1,df9a10a1_2
Jayden Perry,df9a10a1,Thorns,0532025,24,us USA,D,24-072,90,0,0,0,0,1,0,0,0,43,0,1,3,0.2,0.2,0.0,0,0,25,36,69.4,0,22,0,1,0,df9a10a1_24
Samantha Hiatt,df9a10a1,Thorns,0532025,16,us USA,D,27-117,90,0,0,0,0,0,0,1,0,34,1,1,1,0.0,0.0,0.0,0,0,22,27,81.5,0,17,0,0,0,df9a10a1_16
Isabella Obaze,df9a10a1,Thorns,0532025,5,dk DEN,D,22-185,80,0,0,0,0,0,0,0,0,38,0,2,2,0.0,0.0,0.0,3,1,25,34,73.5,3,16,1,0,0,df9a10a1_5
Mallie McKenzie,df9a10a1,Thorns,0532025,29,us USA,D,24-171,10,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,df9a10a1_29
Mackenzie Arnold,df9a10a1,Thorns,0532025,18,au AUS,G,31-067,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,20,30,66.7,0,19,0,0,0,df9a10a1_18
Barbra Banda,2a6178ac,Pride,0532025,22,zm ZAM,F,25-044,90,0,0,0,0,6,1,0,0,33,2,0,1,0.5,0.5,0.3,6,0,10,16,62.5,1,18,5,5,5,2a6178ac_22
Marta,2a6178ac,Pride,0532025,10,br BRA,F,39-073,74,0,0,0,0,1,1,0,0,31,2,0,0,0.1,0.1,0.1,3,0,18,23,78.3,1,22,1,1,0,2a6178ac_10
